length,horizontal_area,vertical_area,horizontal_height,vertical_height,horizontal_width,vertical_width,horizontal_mask_path,vertical_mask_path,horizontal_rgb_path,vertical_rgb_path,horizontal_depth_path,vertical_depth_path
75.76,6363,15895,143,255,79,143,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/mask/seedlings_mask_2_5.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/mask/seedlings_mask_2_5.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/rgb/seedlings_2_5.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/rgb/seedlings_2_5.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/depth/seedlings_2_5.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/depth/seedlings_2_5.jpg
69.07,5784,12095,135,127,79,151,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/mask/seedlings_mask_2_6.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/mask/seedlings_mask_2_6.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/rgb/seedlings_2_6.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/rgb/seedlings_2_6.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/depth/seedlings_2_6.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/depth/seedlings_2_6.jpg
69.38,5355,13282,143,151,111,199,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/mask/seedlings_mask_3_4.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/mask/seedlings_mask_3_4.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/rgb/seedlings_3_4.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/rgb/seedlings_3_4.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/depth/seedlings_3_4.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/depth/seedlings_3_4.jpg
69.3,5192,12245,127,135,95,183,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/mask/seedlings_mask_3_5.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/mask/seedlings_mask_3_5.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/rgb/seedlings_3_5.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/rgb/seedlings_3_5.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/depth/seedlings_3_5.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/depth/seedlings_3_5.jpg
74.93,6168,14336,143,215,94,135,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/mask/seedlings_mask_3_6.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/mask/seedlings_mask_3_6.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/rgb/seedlings_3_6.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/rgb/seedlings_3_6.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/depth/seedlings_3_6.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/depth/seedlings_3_6.jpg
82.65,6511,18532,127,247,95,159,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/mask/seedlings_mask_4_1.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/mask/seedlings_mask_4_1.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/rgb/seedlings_4_1.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/rgb/seedlings_4_1.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/depth/seedlings_4_1.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/depth/seedlings_4_1.jpg
35.37,4416,9673,103,159,71,127,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/mask/seedlings_mask_4_2.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/mask/seedlings_mask_4_2.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/rgb/seedlings_4_2.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/rgb/seedlings_4_2.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/depth/seedlings_4_2.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/depth/seedlings_4_2.jpg
64.7,4548,15920,95,158,119,207,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/mask/seedlings_mask_4_3.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/mask/seedlings_mask_4_3.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/rgb/seedlings_4_3.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/rgb/seedlings_4_3.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/depth/seedlings_4_3.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/depth/seedlings_4_3.jpg
77.27,6177,14474,127,159,79,143,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/mask/seedlings_mask_4_4.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/mask/seedlings_mask_4_4.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/rgb/seedlings_4_4.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/rgb/seedlings_4_4.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/depth/seedlings_4_4.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/depth/seedlings_4_4.jpg
70.67,7032,13393,127,191,127,191,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/mask/seedlings_mask_4_5.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/mask/seedlings_mask_4_5.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/rgb/seedlings_4_5.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/rgb/seedlings_4_5.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/depth/seedlings_4_5.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/depth/seedlings_4_5.jpg
82.68,6545,17060,135,191,135,247,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/mask/seedlings_mask_4_6.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/mask/seedlings_mask_4_6.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/rgb/seedlings_4_6.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/rgb/seedlings_4_6.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/depth/seedlings_4_6.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/depth/seedlings_4_6.jpg
89.4,6130,24882,119,303,95,159,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/mask/seedlings_mask_5_2.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/mask/seedlings_mask_5_2.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/rgb/seedlings_5_2.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/rgb/seedlings_5_2.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/depth/seedlings_5_2.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/depth/seedlings_5_2.jpg
99.01,6532,24481,151,231,119,223,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/mask/seedlings_mask_5_3.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/mask/seedlings_mask_5_3.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/rgb/seedlings_5_3.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/rgb/seedlings_5_3.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/depth/seedlings_5_3.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/depth/seedlings_5_3.jpg
66.8,5474,12188,111,135,119,223,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/mask/seedlings_mask_5_4.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/mask/seedlings_mask_5_4.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/rgb/seedlings_5_4.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/rgb/seedlings_5_4.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/depth/seedlings_5_4.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/depth/seedlings_5_4.jpg
87.52,5848,13112,119,231,95,95,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/mask/seedlings_mask_5_5.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/mask/seedlings_mask_5_5.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/rgb/seedlings_5_5.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/rgb/seedlings_5_5.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/depth/seedlings_5_5.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/depth/seedlings_5_5.jpg
72.15,5919,17137,119,239,102,159,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/mask/seedlings_mask_5_6.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/mask/seedlings_mask_5_6.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/rgb/seedlings_5_6.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/rgb/seedlings_5_6.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/depth/seedlings_5_6.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/depth/seedlings_5_6.jpg
51.34,4750,8095,95,103,95,151,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/mask/seedlings_mask_6_1.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/mask/seedlings_mask_6_1.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/rgb/seedlings_6_1.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/rgb/seedlings_6_1.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/depth/seedlings_6_1.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/depth/seedlings_6_1.jpg
73.92,5785,16737,143,215,79,143,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/mask/seedlings_mask_6_3.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/mask/seedlings_mask_6_3.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/rgb/seedlings_6_3.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/rgb/seedlings_6_3.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/depth/seedlings_6_3.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/depth/seedlings_6_3.jpg
93.95,6700,19593,127,183,134,247,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/mask/seedlings_mask_6_4.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/mask/seedlings_mask_6_4.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/rgb/seedlings_6_4.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/rgb/seedlings_6_4.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/horizontal/depth/seedlings_6_4.jpg,/home/pqbas/projects/LABINM_Robotics_Automation/SeedlingsNet/classifiers/data/data/raw/03_03_23/vertical/depth/seedlings_6_4.jpg
